text,text_clean,sentiment,target
highly recommend #1291,highly recommend,positive,2
hate this update #4004,hate update,negative,0
loving this so much #4939,love much,positive,2
link attached for reference #2825,link attach reference,neutral,1
hate this update #6015,hate update,negative,0
standard procedure #9529,standard procedure,neutral,1
will follow up later #9807,follow later,neutral,1
this is awful #491,awful,negative,0
best day ever #6416,best day ever,positive,2
this is awful #581,awful,negative,0
so frustrated right now #2025,frustrate right,negative,0
noted for the record #2412,note record,neutral,1
worst experience ever #7508,bad experience ever,negative,0
standard procedure #6887,standard procedure,neutral,1
totally disappointed with this #5717,totally disappointed,negative,0
hate this update #3315,hate update,negative,0
the meeting is at 3pm #6437,meeting 3pm,neutral,1
totally disappointed with this #8930,totally disappointed,negative,0
this is awful #73,awful,negative,0
best day ever #6794,best day ever,positive,2
loving this so much #2215,love much,positive,2
fantastic support team #4235,fantastic support team,positive,2
best day ever #6387,best day ever,positive,2
great experience #4591,great experience,positive,2
highly recommend #5922,highly recommend,positive,2
great experience #7236,great experience,positive,2
would not recommend #3222,would recommend,negative,0
highly recommend #3502,highly recommend,positive,2
great experience #3932,great experience,positive,2
this made my day #7229,make day,positive,2
see you tomorrow #4083,see tomorrow,neutral,1
would not recommend #107,would recommend,negative,0
standard procedure #4028,standard procedure,neutral,1
this made my day #1181,make day,positive,2
waste of time #2272,waste time,negative,0
standard procedure #8196,standard procedure,neutral,1
totally disappointed with this #5938,totally disappointed,negative,0
totally disappointed with this #4168,totally disappointed,negative,0
as expected #7566,expect,neutral,1
excellent quality #1464,excellent quality,positive,2
ok thanks #5994,ok thanks,neutral,1
noted for the record #9873,note record,neutral,1
link attached for reference #109,link attach reference,neutral,1
excellent quality #262,excellent quality,positive,2
so frustrated right now #8751,frustrate right,negative,0
as expected #8774,expect,neutral,1
ok thanks #8732,ok thanks,neutral,1
the meeting is at 3pm #889,meeting 3pm,neutral,1
so frustrated right now #2893,frustrate right,negative,0
waste of time #4741,waste time,negative,0
highly recommend #3667,highly recommend,positive,2
this is awful #9987,awful,negative,0
the meeting is at 3pm #7234,meeting 3pm,neutral,1
highly recommend #1541,highly recommend,positive,2
fantastic support team #5640,fantastic support team,positive,2
best day ever #6217,best day ever,positive,2
this is awful #2601,awful,negative,0
this is awful #8810,awful,negative,0
as expected #6840,expect,neutral,1
totally disappointed with this #8916,totally disappointed,negative,0
link attached for reference #2645,link attach reference,neutral,1
waste of time #3941,waste time,negative,0
loving this so much #5289,love much,positive,2
the meeting is at 3pm #1618,meeting 3pm,neutral,1
ok thanks #9076,ok thanks,neutral,1
this made my day #194,make day,positive,2
totally disappointed with this #1932,totally disappointed,negative,0
best day ever #9297,best day ever,positive,2
totally disappointed with this #9687,totally disappointed,negative,0
the meeting is at 3pm #9902,meeting 3pm,neutral,1
best day ever #393,best day ever,positive,2
this is awful #3013,awful,negative,0
loving this so much #3033,love much,positive,2
best day ever #1121,best day ever,positive,2
waste of time #8668,waste time,negative,0
fantastic support team #3092,fantastic support team,positive,2
terrible quality #533,terrible quality,negative,0
as expected #2407,expect,neutral,1
great experience #3191,great experience,positive,2
fantastic support team #7634,fantastic support team,positive,2
so happy with this #3909,happy,positive,2
best day ever #3369,best day ever,positive,2
waste of time #8967,waste time,negative,0
this is awful #8421,awful,negative,0
so happy with this #7149,happy,positive,2
great experience #868,great experience,positive,2
waste of time #9026,waste time,negative,0
highly recommend #6590,highly recommend,positive,2
this made my day #4196,make day,positive,2
as expected #6777,expect,neutral,1
this made my day #568,make day,positive,2
excellent quality #3396,excellent quality,positive,2
this made my day #4701,make day,positive,2
ok thanks #3138,ok thanks,neutral,1
so happy with this #8654,happy,positive,2
the meeting is at 3pm #4652,meeting 3pm,neutral,1
loving this so much #9068,love much,positive,2
worst experience ever #6860,bad experience ever,negative,0
terrible quality #3641,terrible quality,negative,0
loving this so much #3765,love much,positive,2
loving this so much #312,love much,positive,2
will follow up later #7298,follow later,neutral,1
this made my day #9153,make day,positive,2
totally disappointed with this #5984,totally disappointed,negative,0
waste of time #1851,waste time,negative,0
this is awful #3341,awful,negative,0
see you tomorrow #282,see tomorrow,neutral,1
link attached for reference #5,link attach reference,neutral,1
so frustrated right now #6308,frustrate right,negative,0
the meeting is at 3pm #2745,meeting 3pm,neutral,1
so happy with this #4065,happy,positive,2
worst experience ever #6218,bad experience ever,negative,0
great experience #2749,great experience,positive,2
loving this so much #2166,love much,positive,2
this is awful #9473,awful,negative,0
will follow up later #3927,follow later,neutral,1
this is awful #6260,awful,negative,0
waste of time #5220,waste time,negative,0
see you tomorrow #4169,see tomorrow,neutral,1
excellent quality #863,excellent quality,positive,2
see you tomorrow #7965,see tomorrow,neutral,1
noted for the record #4319,note record,neutral,1
hate this update #1218,hate update,negative,0
this made my day #6150,make day,positive,2
best day ever #807,best day ever,positive,2
link attached for reference #540,link attach reference,neutral,1
waste of time #1396,waste time,negative,0
totally disappointed with this #3144,totally disappointed,negative,0
the meeting is at 3pm #5324,meeting 3pm,neutral,1
standard procedure #308,standard procedure,neutral,1
link attached for reference #8666,link attach reference,neutral,1
link attached for reference #3802,link attach reference,neutral,1
this is awful #3606,awful,negative,0
this is awful #2574,awful,negative,0
loving this so much #1844,love much,positive,2
terrible quality #6331,terrible quality,negative,0
noted for the record #4524,note record,neutral,1
great experience #2709,great experience,positive,2
so frustrated right now #9903,frustrate right,negative,0
link attached for reference #6825,link attach reference,neutral,1
fantastic support team #4789,fantastic support team,positive,2
fantastic support team #6594,fantastic support team,positive,2
hate this update #6034,hate update,negative,0
so frustrated right now #1397,frustrate right,negative,0
hate this update #5618,hate update,negative,0
waste of time #3109,waste time,negative,0
terrible quality #1310,terrible quality,negative,0
link attached for reference #6794,link attach reference,neutral,1
this made my day #8794,make day,positive,2
noted for the record #935,note record,neutral,1
terrible quality #4760,terrible quality,negative,0
great experience #2301,great experience,positive,2
best day ever #843,best day ever,positive,2
as expected #9307,expect,neutral,1
this made my day #1989,make day,positive,2
ok thanks #4224,ok thanks,neutral,1
standard procedure #5967,standard procedure,neutral,1
standard procedure #8589,standard procedure,neutral,1
this made my day #7072,make day,positive,2
terrible quality #1982,terrible quality,negative,0
excellent quality #327,excellent quality,positive,2
this made my day #9370,make day,positive,2
worst experience ever #1219,bad experience ever,negative,0
link attached for reference #9799,link attach reference,neutral,1
highly recommend #4198,highly recommend,positive,2
noted for the record #8355,note record,neutral,1
hate this update #124,hate update,negative,0
terrible quality #9529,terrible quality,negative,0
highly recommend #298,highly recommend,positive,2
would not recommend #5307,would recommend,negative,0
the meeting is at 3pm #1027,meeting 3pm,neutral,1
great experience #9701,great experience,positive,2
excellent quality #4243,excellent quality,positive,2
would not recommend #75,would recommend,negative,0
terrible quality #9206,terrible quality,negative,0
excellent quality #8794,excellent quality,positive,2
loving this so much #2756,love much,positive,2
worst experience ever #6163,bad experience ever,negative,0
so happy with this #9399,happy,positive,2
great experience #1412,great experience,positive,2
excellent quality #3646,excellent quality,positive,2
totally disappointed with this #1484,totally disappointed,negative,0
highly recommend #5383,highly recommend,positive,2
standard procedure #7429,standard procedure,neutral,1
the meeting is at 3pm #9097,meeting 3pm,neutral,1
so happy with this #7878,happy,positive,2
this made my day #4835,make day,positive,2
so happy with this #1017,happy,positive,2
so frustrated right now #3833,frustrate right,negative,0
