text,sentiment,target
standard procedure #1238,neutral,1
so happy with this #8125,positive,2
the meeting is at 3pm #2024,neutral,1
terrible quality #3878,negative,0
would not recommend #9475,negative,0
loving this so much #3437,positive,2
would not recommend #6087,negative,0
totally disappointed with this #4087,negative,0
great experience #1889,positive,2
see you tomorrow #260,neutral,1
excellent quality #7685,positive,2
highly recommend #5363,positive,2
this is awful #9930,negative,0
ok thanks #8229,neutral,1
worst experience ever #2532,negative,0
will follow up later #9694,neutral,1
see you tomorrow #943,neutral,1
as expected #9305,neutral,1
see you tomorrow #1887,neutral,1
this made my day #2786,positive,2
so happy with this #2973,positive,2
worst experience ever #9188,negative,0
hate this update #3009,negative,0
excellent quality #1041,positive,2
highly recommend #2112,positive,2
this is awful #9415,negative,0
loving this so much #8559,positive,2
fantastic support team #6994,positive,2
noted for the record #9279,neutral,1
see you tomorrow #4794,neutral,1
will follow up later #5375,neutral,1
noted for the record #8328,neutral,1
the meeting is at 3pm #2547,neutral,1
the meeting is at 3pm #4463,neutral,1
the meeting is at 3pm #9576,neutral,1
link attached for reference #6428,neutral,1
loving this so much #9333,positive,2
as expected #5878,neutral,1
see you tomorrow #3520,neutral,1
standard procedure #2498,neutral,1
loving this so much #7461,positive,2
terrible quality #4762,negative,0
would not recommend #8146,negative,0
as expected #5981,neutral,1
loving this so much #3593,positive,2
fantastic support team #3667,positive,2
standard procedure #3592,neutral,1
best day ever #1148,positive,2
excellent quality #7036,positive,2
totally disappointed with this #5973,negative,0
totally disappointed with this #9522,negative,0
see you tomorrow #4202,neutral,1
best day ever #2126,positive,2
as expected #588,neutral,1
as expected #5219,neutral,1
would not recommend #1809,negative,0
best day ever #2368,positive,2
would not recommend #3207,negative,0
worst experience ever #951,negative,0
ok thanks #9912,neutral,1
great experience #2557,positive,2
this made my day #4744,positive,2
great experience #1861,positive,2
totally disappointed with this #4176,negative,0
so happy with this #3969,positive,2
would not recommend #197,negative,0
this made my day #4800,positive,2
so frustrated right now #844,negative,0
will follow up later #3145,neutral,1
terrible quality #4389,negative,0
would not recommend #9675,negative,0
this is awful #5327,negative,0
waste of time #1775,negative,0
totally disappointed with this #2279,negative,0
excellent quality #3344,positive,2
excellent quality #8962,positive,2
fantastic support team #4740,positive,2
worst experience ever #7723,negative,0
totally disappointed with this #12,negative,0
standard procedure #4104,neutral,1
this made my day #9590,positive,2
so happy with this #5861,positive,2
the meeting is at 3pm #490,neutral,1
highly recommend #2950,positive,2
ok thanks #3383,neutral,1
highly recommend #182,positive,2
highly recommend #676,positive,2
ok thanks #6875,neutral,1
best day ever #8561,positive,2
ok thanks #6868,neutral,1
worst experience ever #9994,negative,0
so frustrated right now #505,negative,0
will follow up later #4626,neutral,1
so frustrated right now #9991,negative,0
standard procedure #2416,neutral,1
so happy with this #5964,positive,2
would not recommend #6674,negative,0
link attached for reference #7877,neutral,1
terrible quality #6981,negative,0
highly recommend #2250,positive,2
the meeting is at 3pm #1807,neutral,1
as expected #5028,neutral,1
fantastic support team #6427,positive,2
so frustrated right now #6930,negative,0
link attached for reference #6105,neutral,1
great experience #5364,positive,2
noted for the record #7992,neutral,1
would not recommend #5456,negative,0
this made my day #519,positive,2
hate this update #9173,negative,0
hate this update #8061,negative,0
noted for the record #1002,neutral,1
this made my day #3788,positive,2
ok thanks #9028,neutral,1
fantastic support team #7906,positive,2
waste of time #1523,negative,0
worst experience ever #1158,negative,0
highly recommend #6560,positive,2
fantastic support team #3448,positive,2
the meeting is at 3pm #7675,neutral,1
so happy with this #2923,positive,2
this made my day #8358,positive,2
totally disappointed with this #181,negative,0
worst experience ever #2533,negative,0
fantastic support team #1748,positive,2
this made my day #3032,positive,2
terrible quality #7219,negative,0
waste of time #3794,negative,0
as expected #3920,neutral,1
standard procedure #9792,neutral,1
worst experience ever #8511,negative,0
best day ever #1115,positive,2
the meeting is at 3pm #6377,neutral,1
great experience #5108,positive,2
loving this so much #901,positive,2
so frustrated right now #6259,negative,0
best day ever #6002,positive,2
great experience #8042,positive,2
ok thanks #3244,neutral,1
waste of time #8140,negative,0
ok thanks #9059,neutral,1
waste of time #9267,negative,0
see you tomorrow #2482,neutral,1
waste of time #8412,negative,0
see you tomorrow #5051,neutral,1
ok thanks #7960,neutral,1
this made my day #8163,positive,2
loving this so much #3829,positive,2
great experience #7323,positive,2
excellent quality #7980,positive,2
loving this so much #6197,positive,2
fantastic support team #1339,positive,2
this made my day #4240,positive,2
loving this so much #1885,positive,2
worst experience ever #900,negative,0
noted for the record #9133,neutral,1
excellent quality #3110,positive,2
best day ever #9160,positive,2
would not recommend #410,negative,0
so happy with this #7783,positive,2
so frustrated right now #1091,negative,0
totally disappointed with this #2296,negative,0
highly recommend #201,positive,2
worst experience ever #2703,negative,0
best day ever #4313,positive,2
so frustrated right now #4898,negative,0
noted for the record #6830,neutral,1
noted for the record #5502,neutral,1
hate this update #7947,negative,0
terrible quality #6109,negative,0
best day ever #6724,positive,2
so happy with this #6108,positive,2
see you tomorrow #3415,neutral,1
worst experience ever #8311,negative,0
waste of time #5944,negative,0
so frustrated right now #3663,negative,0
standard procedure #6230,neutral,1
totally disappointed with this #8562,negative,0
hate this update #4371,negative,0
totally disappointed with this #1192,negative,0
this is awful #7257,negative,0
so happy with this #9994,positive,2
will follow up later #1222,neutral,1
terrible quality #1978,negative,0
highly recommend #7758,positive,2
ok thanks #8828,neutral,1
worst experience ever #2812,negative,0
as expected #2910,neutral,1
waste of time #4673,negative,0
would not recommend #6636,negative,0
as expected #9285,neutral,1
fantastic support team #3904,positive,2
as expected #4313,neutral,1
will follow up later #5817,neutral,1
terrible quality #6322,negative,0
highly recommend #4421,positive,2
see you tomorrow #242,neutral,1
great experience #5158,positive,2
the meeting is at 3pm #1441,neutral,1
fantastic support team #4257,positive,2
totally disappointed with this #7781,negative,0
hate this update #7957,negative,0
hate this update #139,negative,0
so frustrated right now #7743,negative,0
loving this so much #8493,positive,2
the meeting is at 3pm #549,neutral,1
noted for the record #2409,neutral,1
totally disappointed with this #3203,negative,0
totally disappointed with this #7874,negative,0
link attached for reference #6984,neutral,1
loving this so much #1710,positive,2
the meeting is at 3pm #663,neutral,1
hate this update #8677,negative,0
noted for the record #6062,neutral,1
as expected #4691,neutral,1
fantastic support team #4843,positive,2
standard procedure #6024,neutral,1
this is awful #4482,negative,0
would not recommend #7584,negative,0
totally disappointed with this #5995,negative,0
terrible quality #4503,negative,0
will follow up later #777,neutral,1
highly recommend #1950,positive,2
terrible quality #8883,negative,0
ok thanks #1969,neutral,1
totally disappointed with this #3298,negative,0
great experience #9541,positive,2
so frustrated right now #8783,negative,0
standard procedure #9498,neutral,1
worst experience ever #1064,negative,0
this made my day #7610,positive,2
this is awful #508,negative,0
best day ever #6947,positive,2
so happy with this #1058,positive,2
so frustrated right now #1872,negative,0
fantastic support team #4340,positive,2
link attached for reference #252,neutral,1
waste of time #1828,negative,0
waste of time #9152,negative,0
excellent quality #1781,positive,2
hate this update #2989,negative,0
the meeting is at 3pm #2278,neutral,1
the meeting is at 3pm #718,neutral,1
loving this so much #7186,positive,2
fantastic support team #3599,positive,2
so happy with this #1721,positive,2
excellent quality #7647,positive,2
great experience #2559,positive,2
hate this update #9209,negative,0
loving this so much #8966,positive,2
loving this so much #6919,positive,2
highly recommend #8270,positive,2
totally disappointed with this #4912,negative,0
see you tomorrow #5483,neutral,1
hate this update #6678,negative,0
as expected #4935,neutral,1
ok thanks #9233,neutral,1
great experience #2829,positive,2
so frustrated right now #7812,negative,0
this is awful #7992,negative,0
will follow up later #6860,neutral,1
the meeting is at 3pm #4924,neutral,1
the meeting is at 3pm #6309,neutral,1
so happy with this #6041,positive,2
noted for the record #7766,neutral,1
noted for the record #5221,neutral,1
totally disappointed with this #2947,negative,0
hate this update #5127,negative,0
so frustrated right now #8983,negative,0
as expected #7408,neutral,1
highly recommend #9074,positive,2
totally disappointed with this #3024,negative,0
fantastic support team #5509,positive,2
this is awful #7324,negative,0
best day ever #2501,positive,2
will follow up later #250,neutral,1
will follow up later #3390,neutral,1
see you tomorrow #8762,neutral,1
totally disappointed with this #5840,negative,0
as expected #2166,neutral,1
best day ever #8640,positive,2
will follow up later #8074,neutral,1
terrible quality #9532,negative,0
best day ever #3300,positive,2
so frustrated right now #4955,negative,0
loving this so much #1855,positive,2
so frustrated right now #9761,negative,0
totally disappointed with this #5548,negative,0
link attached for reference #3547,neutral,1
would not recommend #1120,negative,0
hate this update #620,negative,0
so frustrated right now #8743,negative,0
great experience #2831,positive,2
would not recommend #4290,negative,0
see you tomorrow #7210,neutral,1
the meeting is at 3pm #7604,neutral,1
terrible quality #4809,negative,0
this is awful #3170,negative,0
so happy with this #5895,positive,2
will follow up later #6086,neutral,1
best day ever #2284,positive,2
great experience #3058,positive,2
this made my day #9868,positive,2
best day ever #5366,positive,2
ok thanks #5503,neutral,1
terrible quality #23,negative,0
as expected #6269,neutral,1
waste of time #8585,negative,0
this made my day #363,positive,2
the meeting is at 3pm #1518,neutral,1
the meeting is at 3pm #5607,neutral,1
the meeting is at 3pm #6753,neutral,1
see you tomorrow #5552,neutral,1
great experience #9962,positive,2
highly recommend #6955,positive,2
noted for the record #1041,neutral,1
waste of time #8931,negative,0
so happy with this #1544,positive,2
fantastic support team #1017,positive,2
loving this so much #855,positive,2
see you tomorrow #2352,neutral,1
will follow up later #8290,neutral,1
waste of time #190,negative,0
so happy with this #8551,positive,2
the meeting is at 3pm #932,neutral,1
standard procedure #1244,neutral,1
terrible quality #1290,negative,0
highly recommend #2640,positive,2
worst experience ever #9106,negative,0
see you tomorrow #7827,neutral,1
so frustrated right now #8520,negative,0
hate this update #5626,negative,0
this made my day #310,positive,2
ok thanks #7081,neutral,1
as expected #3426,neutral,1
will follow up later #1082,neutral,1
link attached for reference #1352,neutral,1
waste of time #45,negative,0
so frustrated right now #9361,negative,0
standard procedure #1086,neutral,1
see you tomorrow #4753,neutral,1
terrible quality #1876,negative,0
noted for the record #8099,neutral,1
best day ever #1432,positive,2
worst experience ever #5164,negative,0
as expected #7573,neutral,1
will follow up later #4577,neutral,1
great experience #6780,positive,2
would not recommend #227,negative,0
ok thanks #7638,neutral,1
terrible quality #4493,negative,0
terrible quality #2413,negative,0
highly recommend #3017,positive,2
loving this so much #6170,positive,2
best day ever #1897,positive,2
best day ever #6690,positive,2
best day ever #264,positive,2
see you tomorrow #9860,neutral,1
waste of time #4091,negative,0
this is awful #494,negative,0
this made my day #6135,positive,2
worst experience ever #4498,negative,0
terrible quality #5847,negative,0
great experience #5369,positive,2
best day ever #155,positive,2
standard procedure #309,neutral,1
loving this so much #4026,positive,2
worst experience ever #7960,negative,0
noted for the record #8618,neutral,1
the meeting is at 3pm #1619,neutral,1
fantastic support team #7752,positive,2
loving this so much #3575,positive,2
terrible quality #9016,negative,0
this is awful #9353,negative,0
ok thanks #8489,neutral,1
loving this so much #5671,positive,2
as expected #2796,neutral,1
noted for the record #7100,neutral,1
hate this update #7499,negative,0
fantastic support team #5508,positive,2
best day ever #9069,positive,2
will follow up later #517,neutral,1
loving this so much #901,positive,2
so frustrated right now #3191,negative,0
standard procedure #4784,neutral,1
this made my day #9990,positive,2
excellent quality #5029,positive,2
ok thanks #4343,neutral,1
link attached for reference #1190,neutral,1
see you tomorrow #4811,neutral,1
standard procedure #3605,neutral,1
as expected #9291,neutral,1
the meeting is at 3pm #2571,neutral,1
noted for the record #3612,neutral,1
terrible quality #1893,negative,0
waste of time #8848,negative,0
worst experience ever #9662,negative,0
totally disappointed with this #1260,negative,0
terrible quality #3125,negative,0
great experience #9071,positive,2
the meeting is at 3pm #5296,neutral,1
highly recommend #401,positive,2
as expected #5290,neutral,1
would not recommend #4439,negative,0
noted for the record #9097,neutral,1
totally disappointed with this #5,negative,0
loving this so much #6760,positive,2
fantastic support team #1933,positive,2
great experience #5378,positive,2
the meeting is at 3pm #9898,neutral,1
worst experience ever #4363,negative,0
the meeting is at 3pm #724,neutral,1
waste of time #451,negative,0
totally disappointed with this #1145,negative,0
standard procedure #6660,neutral,1
fantastic support team #9532,positive,2
the meeting is at 3pm #472,neutral,1
highly recommend #1576,positive,2
noted for the record #9454,neutral,1
link attached for reference #6267,neutral,1
this made my day #2320,positive,2
this made my day #8858,positive,2
this made my day #7110,positive,2
standard procedure #5217,neutral,1
would not recommend #8533,negative,0
as expected #9982,neutral,1
would not recommend #1258,negative,0
will follow up later #5316,neutral,1
highly recommend #3155,positive,2
great experience #7620,positive,2
fantastic support team #8323,positive,2
will follow up later #1535,neutral,1
as expected #38,neutral,1
as expected #3986,neutral,1
waste of time #6379,negative,0
standard procedure #2782,neutral,1
so frustrated right now #4383,negative,0
highly recommend #1498,positive,2
hate this update #3265,negative,0
highly recommend #2470,positive,2
fantastic support team #9445,positive,2
loving this so much #8383,positive,2
totally disappointed with this #9528,negative,0
loving this so much #4493,positive,2
best day ever #7583,positive,2
this made my day #1803,positive,2
as expected #4122,neutral,1
this made my day #101,positive,2
great experience #3712,positive,2
would not recommend #1077,negative,0
link attached for reference #4928,neutral,1
the meeting is at 3pm #9276,neutral,1
link attached for reference #1808,neutral,1
waste of time #7048,negative,0
totally disappointed with this #6825,negative,0
great experience #2633,positive,2
excellent quality #1969,positive,2
excellent quality #43,positive,2
so frustrated right now #1792,negative,0
the meeting is at 3pm #7233,neutral,1
terrible quality #1074,negative,0
would not recommend #1343,negative,0
highly recommend #7213,positive,2
link attached for reference #8750,neutral,1
so frustrated right now #4186,negative,0
totally disappointed with this #5685,negative,0
highly recommend #5547,positive,2
hate this update #3730,negative,0
highly recommend #7981,positive,2
loving this so much #6008,positive,2
highly recommend #4410,positive,2
worst experience ever #1397,negative,0
waste of time #7261,negative,0
link attached for reference #3157,neutral,1
this is awful #1763,negative,0
so frustrated right now #3790,negative,0
this is awful #6524,negative,0
this is awful #1653,negative,0
loving this so much #1562,positive,2
so happy with this #688,positive,2
totally disappointed with this #4901,negative,0
this is awful #1772,negative,0
loving this so much #3280,positive,2
loving this so much #4000,positive,2
would not recommend #9615,negative,0
link attached for reference #7452,neutral,1
excellent quality #5790,positive,2
worst experience ever #2993,negative,0
link attached for reference #8105,neutral,1
will follow up later #1007,neutral,1
the meeting is at 3pm #1325,neutral,1
highly recommend #2097,positive,2
would not recommend #2447,negative,0
terrible quality #7767,negative,0
as expected #4823,neutral,1
so happy with this #4527,positive,2
best day ever #1120,positive,2
terrible quality #6438,negative,0
hate this update #4585,negative,0
terrible quality #8435,negative,0
noted for the record #2347,neutral,1
best day ever #3401,positive,2
would not recommend #3941,negative,0
link attached for reference #5433,neutral,1
this is awful #3207,negative,0
link attached for reference #2962,neutral,1
link attached for reference #5677,neutral,1
see you tomorrow #7545,neutral,1
terrible quality #9026,negative,0
the meeting is at 3pm #3689,neutral,1
this is awful #501,negative,0
see you tomorrow #9312,neutral,1
would not recommend #2808,negative,0
highly recommend #6867,positive,2
see you tomorrow #4426,neutral,1
best day ever #8201,positive,2
terrible quality #3171,negative,0
this is awful #7451,negative,0
excellent quality #7160,positive,2
waste of time #6196,negative,0
totally disappointed with this #9643,negative,0
loving this so much #2713,positive,2
link attached for reference #4452,neutral,1
best day ever #7891,positive,2
excellent quality #7890,positive,2
so frustrated right now #5996,negative,0
so happy with this #7201,positive,2
noted for the record #858,neutral,1
totally disappointed with this #2524,negative,0
waste of time #4378,negative,0
waste of time #3075,negative,0
excellent quality #7416,positive,2
see you tomorrow #1930,neutral,1
this made my day #7041,positive,2
great experience #3756,positive,2
waste of time #1299,negative,0
this made my day #9145,positive,2
totally disappointed with this #4557,negative,0
so frustrated right now #3666,negative,0
hate this update #944,negative,0
would not recommend #6254,negative,0
worst experience ever #3615,negative,0
the meeting is at 3pm #4023,neutral,1
so happy with this #747,positive,2
excellent quality #1621,positive,2
so frustrated right now #2909,negative,0
totally disappointed with this #807,negative,0
waste of time #3423,negative,0
this made my day #2026,positive,2
hate this update #5942,negative,0
this made my day #2362,positive,2
standard procedure #890,neutral,1
loving this so much #7602,positive,2
worst experience ever #6017,negative,0
ok thanks #3076,neutral,1
as expected #7180,neutral,1
ok thanks #6735,neutral,1
waste of time #2416,negative,0
fantastic support team #5191,positive,2
terrible quality #1528,negative,0
see you tomorrow #8554,neutral,1
standard procedure #9178,neutral,1
the meeting is at 3pm #4032,neutral,1
excellent quality #4152,positive,2
waste of time #9486,negative,0
terrible quality #8322,negative,0
best day ever #7316,positive,2
standard procedure #2834,neutral,1
great experience #9668,positive,2
this made my day #1585,positive,2
hate this update #1883,negative,0
hate this update #5045,negative,0
this made my day #6564,positive,2
ok thanks #8483,neutral,1
this is awful #7020,negative,0
standard procedure #8103,neutral,1
great experience #5735,positive,2
link attached for reference #7043,neutral,1
totally disappointed with this #8043,negative,0
as expected #4979,neutral,1
standard procedure #969,neutral,1
this is awful #7820,negative,0
link attached for reference #9506,neutral,1
terrible quality #3712,negative,0
standard procedure #508,neutral,1
see you tomorrow #5654,neutral,1
worst experience ever #7426,negative,0
excellent quality #3517,positive,2
excellent quality #4709,positive,2
would not recommend #4186,negative,0
best day ever #3462,positive,2
terrible quality #9771,negative,0
standard procedure #3201,neutral,1
best day ever #4716,positive,2
as expected #7596,neutral,1
noted for the record #2162,neutral,1
as expected #8725,neutral,1
hate this update #5145,negative,0
link attached for reference #74,neutral,1
so frustrated right now #6722,negative,0
link attached for reference #86,neutral,1
loving this so much #404,positive,2
excellent quality #360,positive,2
see you tomorrow #2201,neutral,1
noted for the record #5339,neutral,1
great experience #6324,positive,2
fantastic support team #6858,positive,2
great experience #1350,positive,2
waste of time #1184,negative,0
totally disappointed with this #2531,negative,0
link attached for reference #4311,neutral,1
so happy with this #4531,positive,2
highly recommend #3571,positive,2
terrible quality #1372,negative,0
will follow up later #8295,neutral,1
will follow up later #4725,neutral,1
this made my day #9561,positive,2
as expected #7995,neutral,1
link attached for reference #2878,neutral,1
so happy with this #7076,positive,2
would not recommend #675,negative,0
standard procedure #6718,neutral,1
fantastic support team #1844,positive,2
terrible quality #2536,negative,0
ok thanks #4013,neutral,1
highly recommend #3220,positive,2
see you tomorrow #5457,neutral,1
as expected #3608,neutral,1
